Detection Date,Detection Date,Latitude,Longitude,Lab Status,Detection Num,labels,Detection Normal,Notes,year,month,Num
2020-07-19,2020-07-19,47.299773,-122.371256,Negative ID,737625.0,0,0.09943448332938187,Found this alive on a railroad tie right by a bee nest.,2020,7,55
2020-07-19,2020-07-19,47.034729,-122.923762,Unverified,737625.0,3,0.09943448332938187, ,2020,7,1
2020-07-18,2020-07-18,47.767671,-122.280579,Unverified,737624.0,3,0.09645434543730692,"One insect, at least two inches long, flying around front yard. Much larger and longer lower body than a bumble bee. Didn’t see face. Flew away before I could get picture",2020,7,170
2020-07-18,2020-07-18,47.590535,-122.67166,Unverified,737624.0,3,0.09645434543730692, ,2020,7,1
2020-07-19,2020-07-19,46.60448,-120.50721,Unverified,737625.0,3,0.09943448332938187,"About 2 inches long, orange face",2020,7,32
2020-07-19,2020-07-19,47.77033400000001,-122.348237,Negative ID,737625.0,0,0.09943448332938187,"Not sure if this is a giant Asian Hornet, has long “stinger”?",2020,7,61
2020-07-18,2020-07-18,46.883263,-120.485571,Unverified,737624.0,3,0.09645434543730692,On the Yakima River. It landed on our raft briefly then took off.,2020,7,65
2020-07-19,2020-07-19,47.480161,-122.144452,Negative ID,737625.0,0,0.09943448332938187,Bald faced hornet?,2020,7,18
2020-07-19,2020-07-19,47.61034,-119.29147,Negative ID,737625.0,0,0.09943448332938187,For in my pool,2020,7,14
2020-07-19,2020-07-19,45.63221,-122.67156,Unverified,737625.0,3,0.09943448332938187, ,2020,7,1
2020-07-19,2020-07-19,45.637826,-122.568858,Unverified,737625.0,3,0.09943448332938187,Came across oversized bee looking thing on my peach tree. Later in the day I looked up what it could be. The closest thing it resembled to my surprise was the asian hornet. It was very large had a sharp end and in the shade seemed brownish with black str,2020,7,254
2020-07-18,2020-07-18,47.271402,-122.341288,Unverified,737624.0,3,0.09645434543730692,"Either elm sawfly or murder hornet. Had arborist remove 100+ft tree and noticed it flying around by the ground up branches. Approximately the size of a grown up thumb, looked more black than yellow and much much thicker than any wasp or bee I've seen",2020,7,250
2020-07-19,2020-07-19,46.647086,-117.220249,Negative ID,737625.0,0,0.09943448332938187,"We are in Umatilla National Forest, in a semi-wooded area",2020,7,57
2020-07-19,2020-07-19,48.08441,-122.8575,Negative ID,737625.0,0,0.09943448332938187,I was under a pear tree in our yard and heard buzzing above then two massive Hornets fell out of the tree onto th ground and were like fighting or something and then tr hey flew away.,2020,7,183
2020-07-19,2020-07-19,45.749151,-120.200088,Negative ID,737625.0,0,0.09943448332938187,Flew in to veh SR14 in the Roosevelt area,2020,7,41
2020-07-19,2020-07-19,47.592845,-122.695178,Negative ID,737625.0,0,0.09943448332938187,It was laying still on the #15 green. I approached to move it (thought it was a beetle) until I moved my putter head close and it made a buzzing noise unlike anything I have heard from an insect.  So I stepped on it to kill it and we saved it in a plasti,2020,7,254
2020-07-19,2020-07-19,48.84756,-122.59351,Negative ID,737625.0,0,0.09943448332938187,Found in our washer which is in our garage as we were moving clothes from washer to the dryer.,2020,7,94
2020-07-19,2020-07-19,47.44554,-120.27917,Negative ID,737625.0,0,0.09943448332938187,This insect has been seen near our pool this summer about three times so far. Also we saw this same type of insect at our old home a street away about two years ago! The insect hovered and investigated the grass area near pool and finally settled near a,2020,7,253
2020-07-19,2020-07-19,48.058775,-117.636524,Negative ID,737625.0,0,0.09943448332938187,Asian Hornet??,2020,7,14
2020-07-19,2020-07-19,47.29607,-122.631662,Negative ID,737625.0,0,0.09943448332938187,Drowned in my cooler. It is soaking wet in picture.,2020,7,51
2020-07-19,2020-07-19,47.448703,-118.421576,Negative ID,737625.0,0,0.09943448332938187,"Doesn't look quite right, but was about 1"" or longer",2020,7,52
2020-07-19,2020-07-19,47.398594,-120.311332,Negative ID,737625.0,0,0.09943448332938187,Was on our window.,2020,7,18
2020-07-19,2020-07-19,47.859906,-122.152623,Negative ID,737625.0,0,0.09943448332938187,This was on our window and kids are convinced we have Asian killer hornets.,2020,7,75
2020-07-19,2020-07-19,45.744156,-122.656982,Unverified,737625.0,3,0.09943448332938187,"I thought it was one hornet carrying another. When it landed I saw it was one. It was over an inch long, close to 2 inches.",2020,7,123
2020-07-19,2020-07-19,47.471996,-122.193328,Unverified,737625.0,3,0.09943448332938187,Noticed giant hornet hovering around strawberry plants in my garden. I knew exactly what it was due to it’s size and orange coloring. I tried to snap a picture but it flew away. Definitely much larger than the hornets that usually hang around our prope,2020,7,252
2020-07-19,2020-07-19,48.42642100000001,-122.361514,Unverified,737625.0,3,0.09943448332938187,"Very orange and very black, about an inch and a half long, the hornet flew into a fencepost hole I was digging. I didn't have a chance to get a picture before it flew away.hole",2020,7,176
2020-07-19,2020-07-19,48.07461,-123.38107,Unverified,737625.0,3,0.09943448332938187,RP thinks there is a nest on the property.,2020,7,42
2020-07-19,2020-07-19,45.911392,-121.042423,Negative ID,737625.0,0,0.09943448332938187,We found two exoskeletons on scrub oak trees in Klickitat County that are larger than anything we have ever seen.,2020,7,113
2020-07-19,2020-07-19,47.606109,-122.195167,Unverified,737625.0,3,0.09943448332938187,Appears to have black head rather than orange? Approx 1.5 inches long,2020,7,69
2020-07-20,2020-07-20,48.413213,-122.321342,Unverified,737626.0,3,0.10241462122145688,Scary looking hornet in my garden- huge. I was too scared to get close,2020,7,70
2020-07-20,2020-07-20,48.89142800000001,-122.403317,Unverified,737626.0,3,0.10241462122145688, ,2020,7,1
2020-07-20,2020-07-20,47.418821,-120.249482,Negative ID,737626.0,0,0.10241462122145688,"Orange face with dark eyes, big stinger,",2020,7,40
2020-07-20,2020-07-20,47.944798,-122.067816,Unverified,737626.0,3,0.10241462122145688, ,2020,7,1
2020-07-20,2020-07-20,47.548196,-122.363066,Unverified,737626.0,3,0.10241462122145688,Seen flying around an elementary school,2020,7,39
2020-07-20,2020-07-20,47.68811,-122.394001,Unverified,737626.0,3,0.10241462122145688,"Caught an orange color in my flowering oregano, usually a magnet for honey bees. Approached and saw a large, 1-1.5 inch bee with orange head, emerge and fly away. I pay attention and it clearly matches the description on this website. Too fast for a pict",2020,7,254
2020-07-20,2020-07-20,47.17964,-119.33367,Negative ID,737626.0,0,0.10241462122145688, ,2020,7,1
2020-07-20,2020-07-20,47.694259,-122.395109,Unverified,737626.0,3,0.10241462122145688,"I live on a forrested ravine. I have never seen anything like this, flies like a Chinnok helicopeter.",2020,7,101
2020-07-20,2020-07-20,47.64985,-117.2399,Unverified,737626.0,3,0.10241462122145688,Unfirmiliar species,2020,7,19
2020-07-20,2020-07-20,47.48193,-122.235807,Unverified,737626.0,3,0.10241462122145688,"We saw this insect tonight in a backyard at 98178 (near the Black River Riparian Forest and Wetland). It had an orange face/head and stripes, was well over an inch long (though it was kind of hunched as it flew, if that makes sense). It had a lower-pitch",2020,7,254
2020-07-20,2020-07-20,47.820127,-122.142269,Unverified,737626.0,3,0.10241462122145688,It was on my parked car.,2020,7,24
2020-07-20,2020-07-20,47.17964,-119.33367,Negative ID,737626.0,0,0.10241462122145688, ,2020,7,1
2020-07-20,2020-07-20,47.17964,-119.33367,Unverified,737626.0,3,0.10241462122145688, ,2020,7,1
2020-07-20,2020-07-20,47.9943,-120.39953,Negative ID,737626.0,0,0.10241462122145688,"Not sure what this is, doesn’t look quite like your photos but we googled murder hornet and other photos more similar to this came up.",2020,7,134
2020-07-20,2020-07-20,47.399827,-122.183286,Negative ID,737626.0,0,0.10241462122145688,I was outside my balcony with the light on till I saw something flying to me and I quickly moved away and went inside my kitchen window,2020,7,135
2020-07-20,2020-07-20,47.818201,-122.190573,Unverified,737626.0,3,0.10241462122145688,"I'm not entirely sure that it was one since I didn't see it stationary, but it was about 1.5inches-1.75inches.  orange and black, flew into our back yard.  I didn't get a chance to take a picture before it flew off.",2020,7,215
2020-07-22,2020-07-22,47.321185,-122.277472,Unverified,737628.0,3,0.10837489700560683,"I actually saw the hornet about 9:45 PM; however, the date/time won't allow me to enter the correct time. I was watering the plants on my deck and it came up to my star jasmine and buzzed around. He and I were up close and personal for a few minutes. I c",2020,7,254
2020-07-20,2020-07-20,47.042832,-122.342465,Negative ID,737626.0,0,0.10241462122145688,It was flying and sitting on my porch,2020,7,37
2020-07-20,2020-07-20,47.809482,-119.972907,Unverified,737626.0,3,0.10241462122145688, ,2020,7,1
2020-07-18,2020-07-18,47.809529,-119.973023,Unverified,737624.0,3,0.09645434543730692,I still have hornet for preservation if anyone would like to view it,2020,7,68
2020-07-19,2020-07-19,48.61315,-117.547026,Unverified,737625.0,3,0.09943448332938187,It was flying around the front of the lodge when I passed by. I put my kids in the car for there safety and tried to go into the lodge store but it flew at me when I got near. I tried to get away and ended up getting hurt in the process. I was unable to,2020,7,253
2020-07-20,2020-07-20,49.001321,-122.743418,Unverified,737626.0,3,0.10241462122145688,It was atleast over a couple inches long it was flying like crazy and when. It would fly it was a really loud,2020,7,109
2020-07-20,2020-07-20,47.851588,-120.119436,Unverified,737626.0,3,0.10241462122145688,"Seen in a Blue Spruce next to my lake boat launch pad at 590 Minneapolis Beach Road, Chelan, WA",2020,7,95
2020-07-19,2020-07-19,47.161465,-122.029685,Negative ID,737625.0,0,0.09943448332938187,"I have seen a lot of yellow jackets and wasps on the security cameras but nothing this big so I am reporting it just in case. The photos are not zoomed in and the camera is mounted up high, I thought at first this was a bird.",2020,7,225
2020-07-20,2020-07-20,47.62984,-120.68945,Unverified,737626.0,3,0.10241462122145688,photographed in fir tree beside lake,2020,7,36
2020-07-20,2020-07-20,47.85156,-120.120632,Unverified,737626.0,3,0.10241462122145688,Photo taken with insect in fir tree next to Lake Chelan,2020,7,55
2020-07-19,2020-07-19,47.938283,-118.226001,Negative ID,737625.0,0,0.09943448332938187,landed on friends dog big not aggressive  but killed it,2020,7,55
2020-07-20,2020-07-20,47.006838,-122.677661,Unverified,737626.0,3,0.10241462122145688, ,2020,7,1
2020-07-19,2020-07-19,47.33113,-118.68552,Unverified,737625.0,3,0.09943448332938187,"during bbq in back yard EXTREMELY Large bees showed up, Non aggressive until we put a cup over him and more showed up. caught 2 under cups one is now dead other one still slightly alive.  Took pics of Dead one left other one alone.",2020,7,231
2020-07-19,2020-07-19,47.447,-120.26912,Unverified,737625.0,3,0.09943448332938187,Secured in Jar.,2020,7,15
2020-07-20,2020-07-20,47.809753,-119.972367,Unverified,737626.0,3,0.10241462122145688,"I am a maintenance person at Beebe Bridge Park near Chelan, WA. This specimen was given to one of our staff by a camper. I don't know if it was found dead already, or if it was caught and killed by the camper.",2020,7,209
2020-07-20,2020-07-20,47.62984,-120.68945,Unverified,737626.0,3,0.10241462122145688,Laying on back curled in ball making a lot of noise.,2020,7,52
2020-07-20,2020-07-20,48.01341,-119.60936,Unverified,737626.0,3,0.10241462122145688,We found this already dead on the tent pad while camping this morning.,2020,7,70
2020-07-16,2020-07-16,46.41053,-117.04034,Negative ID,737622.0,0,0.09049406965315694,"Beachview Park, Clarkston, Washington state",2020,7,43
2020-07-17,2020-07-17,47.719151,-121.147528,Unverified,737623.0,3,0.09347420754523192,Suspected murder hornet seen Iron Goat Trail - Matches size and shape exactly - yellow of tail/head not observed positively due to speed of interaction. We stomped on the hornet immediately as we did not have a way to capture and we didn't want it to esc,2020,7,254
2020-07-19,2020-07-19,46.215209,-117.397629,Negative ID,737625.0,0,0.09943448332938187, ,2020,7,1
2020-07-20,2020-07-20,46.744978,-120.754222,Negative ID,737626.0,0,0.10241462122145688,Found floating in our swimming pool.  We do have honey bee hives and would like advice on what if anything we can do.,2020,7,117
2020-07-20,2020-07-20,48.01341,-119.60936,Negative ID,737626.0,0,0.10241462122145688,This was dead on our tent pad while camping.,2020,7,44
2020-07-20,2020-07-20,46.498939,-117.065335,Negative ID,737626.0,0,0.10241462122145688, ,2020,7,1
2020-07-20,2020-07-20,48.014829,-122.780252,Unverified,737626.0,3,0.10241462122145688,"I was able to view, unfortunately not photograph, the largest, loudest, angriest sounding hornet that I have ever seen. It was impressive enough that I was concerned for the well-being of my two dogs that were outside under the back patio covering with i",2020,7,254
2020-07-20,2020-07-20,47.648854,-122.402014,Negative ID,737626.0,0,0.10241462122145688,First sighting was last night,2020,7,29
2020-07-20,2020-07-20,47.681275,-122.205025,Negative ID,737626.0,0,0.10241462122145688,Forgot add my email address. Wasp 1.5 inch long stuck in spider web. I didn’t dare get closer as it was still alive.,2020,7,116
2020-07-20,2020-07-20,47.63898,-122.39303,Unverified,737626.0,3,0.10241462122145688,"Probably nothing, but I've never seen anything like this so figure I would send just in case.",2020,7,93
2020-07-20,2020-07-20,47.935333,-118.937507,Unverified,737626.0,3,0.10241462122145688, ,2020,7,1
2020-07-20,2020-07-20,47.269652,-122.49753,Unverified,737626.0,3,0.10241462122145688,"Never seen a hornet like this before. Will try to get a photo, but it comes and goes very quick.",2020,7,96
2020-07-20,2020-07-20,48.94811,-122.741725,Unverified,737626.0,3,0.10241462122145688,"Photo didn't turn out, Dark brown/black long wings that covered torso almost were as long as its huge stinger, stripes but more dark than the yellowy, long dark legs with lighter parts towards the ends, huge! Landed on a tree for a couple minutes then st",2020,7,254
2020-07-20,2020-07-20,47.921554,-118.616468,Unverified,737626.0,3,0.10241462122145688,It was huge! And took fiercer to kill.  Unfortunately it got smooshed way down in the sand and I couldn't find.  I will try to dig up again.,2020,7,140
2020-07-20,2020-07-20,47.269654,-122.49751299999998,Negative ID,737626.0,0,0.10241462122145688,Got a photo. Reported earlier.,2020,7,30
2020-07-20,2020-07-20,47.15608,-122.10943799999998,Negative ID,737626.0,0,0.10241462122145688,Found this guy on our street when I was walking my dogs in the morning. It was dead.,2020,7,84
2020-07-20,2020-07-20,46.412394,-117.576956,Negative ID,737626.0,0,0.10241462122145688,It was dead in our kiddie pool.,2020,7,31
2020-07-21,2020-07-21,47.4176,-120.28674,Negative ID,737627.0,0,0.10539475911353187,Caught it on our pool cover,2020,7,27
2020-07-21,2020-07-21,47.424198,-120.336416,Unverified,737627.0,3,0.10539475911353187,Eating in the back yard at our house in Wenatchee.  Asian Giant Hornet flew right past us and landed in the grass.  I tried taking a picture but it flew away.  100% sure that's what it was.  It was huge and when it flew past my son's head I initially tho,2020,7,254
2020-07-21,2020-07-21,48.06114,-122.1769,Negative ID,737627.0,0,0.10539475911353187,I say a very large black flying insect that looked like a bee and went inside. When I can outside I saw a large insect that looked like a lighter colored bee with a missing head on my back deck barely moving and I have it in a container,2020,7,236
2020-07-20,2020-07-20,48.862239,-122.59526,Negative ID,737626.0,0,0.10241462122145688,Was in the house acting lethargic. Swatted with a fly swatter and it fell behind couch inside radiator. Waited for my husband to get him out of the radiator. So he is a little curled up and dry. He looked a lot bigger when it was hopping around on the wi,2020,7,254
2020-07-21,2020-07-21,47.547024,-122.361825,Unverified,737627.0,3,0.10539475911353187,"Came across a bunch of hornets buzzing along the ground at the field just south of this school. Most notably around the baseball diamond. At least several dozen we're cruising around, flying at us aggressively. I could not get a picture, but thought it w",2020,7,254
2020-07-21,2020-07-21,47.50333300000001,-122.192205,Negative ID,737627.0,0,0.10539475911353187, ,2020,7,1
2020-07-21,2020-07-21,47.127385,-119.273195,Negative ID,737627.0,0,0.10539475911353187, ,2020,7,1
2020-07-21,2020-07-21,47.448041,-121.770144,Unverified,737627.0,3,0.10539475911353187,"It hovered right in front of me for about 5 seconds, them flew towards my husband. We did not get stung. It was about 2 inches long.",2020,7,132
2020-07-17,2020-07-17,47.742271,-122.33906100000002,Unverified,737623.0,3,0.09347420754523192,"It got caught in our trampoline tent. I could tell it was an unusual wasp, but didn't know what type until I saw this warning. Very orange head and much longer than a regular wasp. Only saw one of them.",2020,7,202
2020-07-20,2020-07-20,47.540497,-120.281752,Negative ID,737626.0,0,0.10241462122145688, ,2020,7,1
2020-07-20,2020-07-20,47.450892,-119.253884,Negative ID,737626.0,0,0.10241462122145688,Is much bigger than other bees and dark brown/orange with yellow stripes.,2020,7,73
2020-07-20,2020-07-20,47.429885,-120.334748,Unverified,737626.0,3,0.10241462122145688,The attached photo is off the internet but was used to show the carpenters to confirm this is what they saw. Currently working on a construction site in Wenatchee Washington (Wells Hall). Two Carpenters working for me reported a giant hornet buzzing arou,2020,7,254
2020-07-19,2020-07-19,48.17808,-120.34868,Unverified,737625.0,3,0.09943448332938187,Potential sighting of Asian hornet on the Martin Creek Trail in the Chelan Sawtooth area.,2020,7,89
2020-07-21,2020-07-21,48.968729,-122.4231,Unverified,737627.0,3,0.10539475911353187, ,2020,7,1
2020-07-21,2020-07-21,47.80406,-117.58631,Unverified,737627.0,3,0.10539475911353187,"One giant Asian hornet was seen, but I did not have a camera at the time.   If I see it again I will try to get a photo.",2020,7,120
2020-07-21,2020-07-21,47.96329,-122.001444,Unverified,737627.0,3,0.10539475911353187,"Cutting wood, had one about 2 inches long crawl out.",2020,7,52
2020-07-21,2020-07-21,47.541045,-122.28083,Unverified,737627.0,3,0.10539475911353187,"At first glance it look like a really big bee, but i got a closer look at it and it looked like the asian hornet so I search up a picture of the hornet and it looked just like it",2020,7,178
2020-07-15,2020-07-15,47.862591,-121.691548,Unverified,737621.0,3,0.08751393176108196,"My husband was on our porch, and he saw an Asian Hornet. We have looked at pictures, and he has identified this hornet.",2020,7,119
2020-07-21,2020-07-21,47.400596,-120.338505,Unverified,737627.0,3,0.10539475911353187,I was hiking the saddle rock trail and about 3/4s of the way up I observed a large hornet one I have never seen before and have been hiking and in the outdoors in this area my whole life. The hornet was from what I could see close to 2” dark orange in,2020,7,251
2020-07-21,2020-07-21,47.45424000000001,-120.28131,Negative ID,737627.0,0,0.10539475911353187,"Not sure ,but it looks like one and the size is very close",2020,7,58
2020-07-21,2020-07-21,47.71864,-122.28782,Negative ID,737627.0,0,0.10539475911353187,"Saw this large hornet (?) on my deck in Seattle. Not seen this insect before. It was about 1.25 inches in length. Looking on the internet, it most looked like  an European Hornet but I couldn't find info saying they were found on the west coast. We also",2020,7,253
2020-07-21,2020-07-21,48.316142,-122.529232,Negative ID,737627.0,0,0.10539475911353187,"Found on a woodpile, probably not the Asian Hornet but wanted to report just in case",2020,7,84
2020-07-21,2020-07-21,46.411076,-117.051781,Unverified,737627.0,3,0.10539475911353187,"I was in Clarkston wa both times.  One was around the car I was driving when I was parked.  The other was by a building.  I can,t remember witch building",2020,7,153
2020-07-21,2020-07-21,47.181255,-122.525627,Negative ID,737627.0,0,0.10539475911353187,In my front yard,2020,7,16
2020-07-19,2020-07-19,47.59769,-122.69259,Unverified,737625.0,3,0.09943448332938187,"Observed in trash can, tried to catch it but failed. Neighbors claim they killed one two months prior and also claimed to see one and failed to catch the afternoon of July, 20th.",2020,7,178
2020-07-20,2020-07-20,46.608695,-120.433544,Unverified,737626.0,3,0.10241462122145688,"When it buzzed by me I thought it was a humming bird and then it landed on the end of my hose and was twice the size of the metal piece on the end (that you screw a sprayer onto). It was the size of my thumb. I was going to catch it, but didn’t have an",2020,7,252
2020-07-21,2020-07-21,47.771173,-122.188857,Negative ID,737627.0,0,0.10539475911353187,The hornet landed on the windshield of my car as I was driving to work.  It hung on despite 35 mph conditions.  It then crawled under the hood of my car and I parked at work. I'm not sure if it's still under there.,2020,7,214
2020-07-21,2020-07-21,47.975096,-122.349975,Negative ID,737627.0,0,0.10539475911353187,Found on a trash can at the Clinton Washington ferry Terminal,2020,7,61
2020-07-21,2020-07-21,48.01341,-119.60936,Unverified,737627.0,3,0.10539475911353187,Found dead,2020,7,10
2020-07-19,2020-07-19,47.17808,-119.33105,Negative ID,737625.0,0,0.09943448332938187,We spotted this on a pool floaty Sunday afternoon. I am not sure if the picture shows it but it was at least two to two and 1/2 inches long. It was the largest bee any of us have ever seen!,2020,7,189
2020-07-21,2020-07-21,47.670787,-117.463415,Unverified,737627.0,3,0.10539475911353187,There were two of these on my hosta plant flowers today. I have several more pics and video if needed. The flowers were measured at two inches for reference.,2020,7,157
2020-07-21,2020-07-21,47.67077800000001,-117.463432,Unverified,737627.0,3,0.10539475911353187,I don’t believe my picture downloaded. I will try again. The flower measured two inches for reference. Two of these were on the hosta flowers.,2020,7,142
2020-07-21,2020-07-21,47.670783,-117.463435,Negative ID,737627.0,0,0.10539475911353187,It is not letting me download a picture. I will try again! Flower petals measured 2 inches.,2020,7,91
2020-07-19,2020-07-19,46.658386,-120.548762,Negative ID,737625.0,0,0.09943448332938187,Killed specimen and have saved it,2020,7,33
2020-07-21,2020-07-21,45.826506,-120.828741,Negative ID,737627.0,0,0.10539475911353187,Sitting on my deck. May have been lethargic.  Cut in half. Measured 1.5 inch.,2020,7,77
2020-07-21,2020-07-21,45.72826,-120.65228,Unverified,737627.0,3,0.10539475911353187,"This is our 7 year as Gate attendants at LePage Park ,a USACE campground on the Columbia River.   I just went out to water my tomato plants when the hornet flew past me.  We have a lot of hornets, but this guy was 3-4x larger than the hornets.  It was mo",2020,7,254
2020-07-21,2020-07-21,46.3943,-117.020025,Negative ID,737627.0,0,0.10539475911353187, ,2020,7,1
2020-07-20,2020-07-20,47.95014000000001,-124.38543,Negative ID,737626.0,0,0.10241462122145688,"My family and I saw at least 4 hornets eating bees around our campsite. We camped at Third Beach in Forks, WA. They were found at the end of the trail head where the fresh water creek runs into the ocean. All surrounding the pile of drift wood.",2020,7,244
2020-07-21,2020-07-21,45.628905,-121.143227,Unverified,737627.0,3,0.10539475911353187,"No photo but observed for +/- 30 seconds. Was buzzed several times. Wasp, yellow and black; mostly smooth with a little hair between thorax and head. Not a bumblebee. At least thumb-sized (2""+).",2020,7,194
2020-07-21,2020-07-21,47.40703,-120.31743,Unverified,737627.0,3,0.10539475911353187, ,2020,7,1
2020-07-21,2020-07-21,47.521678,-122.384479,Negative ID,737627.0,0,0.10539475911353187,"I'm not at all certain that this was an asian giant, but it was 1.5"" long and I cannot find a photo of a PNW wasp that matches up. Kinda freaked me out - please let me know if you know which this is. Photo was taken in 98136.",2020,7,225
2020-07-22,2020-07-22,47.178671,-122.26112,Negative ID,737628.0,0,0.10837489700560683, ,2020,7,1
2020-07-22,2020-07-22,46.946987,-120.209293,Unverified,737628.0,3,0.10837489700560683,Flying outside men’s restroom at rest area eating a bee at rest area top of vantage hill under the windmills,2020,7,108
2020-07-22,2020-07-22,48.01341,-119.60936,Unverified,737628.0,3,0.10837489700560683,Alive flying around,2020,7,19
2020-07-22,2020-07-22,47.663799,-122.341669,Negative ID,737628.0,0,0.10837489700560683,This big guy just tried to fly in my house in the north Seattle neighborhood of Wallingford.,2020,7,92
2020-07-22,2020-07-22,47.67132,-122.29986,Unverified,737628.0,3,0.10837489700560683,"I saw an unusually large bee or hornet this evening around an area where I had been working with woodworking tools (lots of sawdust).  It was nearly 2"" in length.  I kept my distance, so I can't give a really good description.  I live in the Ravenna Brya",2020,7,254
2020-07-22,2020-07-22,47.53983,-120.285142,Unverified,737628.0,3,0.10837489700560683,This wasp/bee was about 1.5-2 inches long. Sorry I do not size reference in the photo.,2020,7,86
2020-07-22,2020-07-22,47.513814,-122.20373700000002,Unverified,737628.0,3,0.10837489700560683,Noted at 10pm - as I was walking up the stairs to my apartment - I spotted something that was significantly larger than the average wasp or hornet that's normally seen. I approached slowly and the insect flew away. This was an extremely large insect that,2020,7,254
2020-07-22,2020-07-22,47.93393,-122.79869,Unverified,737628.0,3,0.10837489700560683,I would like to log my location on,2020,7,34
2020-07-21,2020-07-21,47.441921,-121.747525,Negative ID,737627.0,0,0.10539475911353187,"We found this at my work and had trapped it in between a window and screen. It was about 2"" long and had a big stinger stingers couple millimetres long, it also had Black and yellow stripes along its body.",2020,7,205
2020-07-22,2020-07-22,48.98382700000001,-123.063627,Unverified,737628.0,3,0.10837489700560683,"Saw a GIANT ~2 inch flying insect while watering garden, didn't have phone, but it was huge, orange and black. Saw it up close and then it flew up high. Was around 2 inches, all around big, with what looked like a stinger. Definitely an abnormally large",2020,7,253
2020-07-21,2020-07-21,45.650144,-122.588161,Unverified,737627.0,3,0.10539475911353187,"I attempted gathering a photo but by the time I got my camera the hornet wouldn’t land again. The body of it was close to 2 inches long, the tail was black with some dark orange. It landed about 1 foot away so i got a good look at it. It flew around my",2020,7,252
2020-06-15,2020-06-15,47.547757,-117.21626100000002,Negative ID,737591.0,0,-0.001890205001167536,"Location is Valleford, WA, on the corner of Spangle Creek Rd and Valley Chapel Rd. I saw this within the last month or two, maybe the photo indicates exact date. It was longer than it appears in this photo. It was not a bumble bee as this image makes it",2020,6,253
2020-07-22,2020-07-22,47.609557,-122.170744,Unverified,737628.0,3,0.10837489700560683,Possibly elm sawfly based on your photos?,2020,7,41
2020-07-22,2020-07-22,47.554662,-122.143817,Negative ID,737628.0,0,0.10837489700560683,Headless body of large insect,2020,7,29
2020-07-22,2020-07-22,47.235128,-122.356223,Negative ID,737628.0,0,0.10837489700560683,Found  in pool,2020,7,14
2020-07-22,2020-07-22,47.335563,-122.62679,Negative ID,737628.0,0,0.10837489700560683, ,2020,7,1
2020-07-22,2020-07-22,47.213039,-122.554338,Negative ID,737628.0,0,0.10837489700560683,Just saw these asian hornets,2020,7,28
2020-07-22,2020-07-22,47.093771,-122.624254,Negative ID,737628.0,0,0.10837489700560683,Spotted in my backyard in Dupont.  Could only get an inflight picture.,2020,7,70
2020-07-20,2020-07-20,47.855443,-121.955544,Unverified,737626.0,3,0.10241462122145688,"I was stung and caught a glimpse of the darker back color and it was stuck in my arm had to pull it out. I was panicking a little so I didn't get a clear view. I was right next to the hive, and ran out of there back to the river.",2020,7,229
2020-07-22,2020-07-22,46.029513,-118.326248,Negative ID,737628.0,0,0.10837489700560683,Found our property in Walla Walla.,2020,7,34
2020-07-22,2020-07-22,47.66133,-122.319985,Negative ID,737628.0,0,0.10837489700560683,"Two bees landed on my screen appearing to be fighting. One was much larger than the other, about an inch long.",2020,7,110
2020-07-22,2020-07-22,47.98046400000001,-122.07905900000002,Unverified,737628.0,3,0.10837489700560683,I could not get a picture but am pretty sure what I saw was an Asian Murder Hornet. I looked at the images provided the only thing that looked different was this giant bee creature had a very long stinger.,2020,7,205
2020-07-22,2020-07-22,48.970249,-122.790031,Unverified,737628.0,3,0.10837489700560683,Two hornets were engaged in sex.  I step on them and killed them.  I have one in a plastic bag.  It is either a juvenile murder hornet or an adult yellowjacket hornet.,2020,7,167
2020-07-22,2020-07-22,47.253778,-122.468074,Unverified,737628.0,3,0.10837489700560683,"My 4 year old and I were looking at all the bees buzzing about in the oregano flowers when this huge orange and black bee swooped up out of the strawberries, landing on a strawberry leaf for a moment with a tiny lime green grasshopper in its mouth then Q",2020,7,254
2020-07-22,2020-07-22,47.299062,-122.88225,Negative ID,737628.0,0,0.10837489700560683,I've seen a murder hornet 3 times on my property in grapeview in the last month and have pictures of two bees with detached heads.,2020,7,130
2020-07-22,2020-07-22,47.284392,-122.504036,Negative ID,737628.0,0,0.10837489700560683,Flying around rhododendron. Seemed to be looking for flowers but there were none.,2020,7,81
2020-07-22,2020-07-22,47.425837,-120.307675,Negative ID,737628.0,0,0.10837489700560683,Dead in my pool filter 1.5 inches in length,2020,7,43
2020-07-21,2020-07-21,47.22823,-122.554731,Unverified,737627.0,3,0.10539475911353187,"I did not see it, but two gentlemen were building a shed in my back yard and saw it. They described it as very big(approximately 1 1/2-2 inches long), with a long stinger, and also mentioned 2 prongs.",2020,7,200
2020-07-22,2020-07-22,47.000874,-122.245977,Negative ID,737628.0,0,0.10837489700560683,"After looking at your photos, it’s probably the elm sawfly.  Sure looks like a bee.",2020,7,83
2020-07-23,2020-07-23,47.164724,-119.239163,Negative ID,737629.0,0,0.11135503489768182, ,2020,7,1
2020-07-23,2020-07-23,47.476934,-122.289329,Unverified,737629.0,3,0.11135503489768182,Observed 3 in 2 days.  This smallest of them.,2020,7,45
2020-07-23,2020-07-23,46.65404,-120.53113,Negative ID,737629.0,0,0.11135503489768182,"About an inch long, bold black and yellow stripes. Found it dead in swimming pool, have it in a jar now.",2020,7,104
